prefix,cmd,param,data_len,padding,address,data
8105,03,000000,2e,00,43822e0000004a060000,e92d5762f091701a4074ae89f534860f03e456404fac16716c70617cd8515e883eea0accc53bd5a01d0066b50477
8105,03,000000,2e,00,599a2e00000078060000,fe2486b1eccf47d993495ae5dcf20709a95ac3ce04eecea255de6ee04e3c7c7da4c416eb76ba53fcf1d57e0045b7
8105,03,000000,2e,00,990f2e000000a6060000,ee9d002e3e4aae628015333ce492280f24eca6331528ee59918afbc503263c16762c2c116d3d52ff532ed56209ba
8105,03,000000,2e,00,73232e000000d4060000,97a2ca2c7b62ab303c563dc916691e3fb03efc422b72c8480c6948cae55140fd62c6507e9948493d04edb4e3d1ab
8105,03,000000,2e,00,4c662e00000002070000,e413b930416bca4753ef1ac59d72819901d0785676b477038517d5abfe380ca98b7bf246ba9cb524fd34b896ab30
8105,03,000000,2e,00,a4452e00000030070000,be95a0f4b6f746f5bfd433c1e94ac71e5ed587d180f8066141a7ae00a5eb49e09c04a65c6ae58eabb0edde1a0a98
8105,03,000000,2e,00,73452e0000005e070000,d6062a786fe8eb7c828dd940164ce1e7f51ca5c201b8f3f4f0d010ce626b2e9eaa2fe3b9e576226ab0b348356014
8105,03,000000,2e,00,6bce2e0000008c070000,32348bf384a74bc4390c897b6edbbe0766ebc1a3154235e447e3e39eb0b56c586590ae801bd0b78ee263a4b18a60
8105,03,000000,2e,00,e8b12e000000ba070000,86110626c30e84b98f253a46b6066096fbbb8fb4f65df979ed461be33fb187b05b674c609abcea53ff2b04e38f9d
8105,03,000000,2e,00,e7e62e000000e8070000,0f0ffe28895618527db83f4ea70ec51773ff3a597700da5639196ee4f8da182f58d6ff21f5065616b68b8cdcefb8
8105,03,000000,2e,00,69ac2e00000016080000,d4dd27471263bccb47b9c6fd5543d39a1efa8be9b5c6ff7c06d2843a4f514e4469e9fa7fcc8067d405e4894bf659
8105,03,000000,2e,00,fbcd2e00000044080000,112c8f4a8afa3bc13ad01d408c9dadca3f5bedef2e86afb6f254d59a78456c5adf7971d700ef769c95380b3ce333
8105,03,000000,2e,00,0f2c2e00000072080000,fec531df37870df493cc24d693126f873534335b8408377b8cc0a2c5f3b2a993580ddae8e533dd5ad7e875a1698d
8105,03,000000,2e,00,b66f2e000000a0080000,55f397322c8085f55a328ff3127be873b3e5bdb0de3cdcbfbcb4c81b1a4c1cfb609a0c1b33e288ba39da481cfbb8
8105,03,000000,2e,00,83842e000000ce080000,301d359687fd8977fcbf74ad74b2a58906687687325f4b88968046371578d0b72f4914fb07d548168b2529eacdc3
8105,03,000000,2e,00,7d862e000000fc080000,da4e14563dcc35e58bec678695ff63111816db1e662a24f5fc8f1f5d5c8cd06ace193372ec065d18bb54161e8332
8105,03,000000,2e,00,6e962e0000002a090000,279fa7a91a1e851fe2e05a3c8d7436d947c278a8d7f7e0ef8f2ff72996dd453f3cadc55b6ff42bde49c5a4b00444
8105,03,000000,2e,00,aa382e00000058090000,402c50c150ae6e1795e4dfb54cf5300a2f75f413f20cb46d36a53201707e733bc8afb929e877ec4173f76b928f34
8105,03,000000,2e,00,c2642e00000086090000,b7b5cabe11c1445b96423411ce1bbdfcbc91445acb8ec9d7b0e68fbd0d794b828f8ba02296e45969f860beb5db77
8105,03,000000,2e,00,90ee2e000000b4090000,2ab20f3a575941f3329b49216831f6bab8c5829177cc6ce53462baed9affb5ec5a116967c4c23b4d5df4f6f97f7e
8105,03,000000,2e,00,6b2e2e000000e2090000,65921752a8330a0a8ff372d67489679d9235df048dcfd37a9f675cf33be5636b691a0737b9880bc45e036d90cc41
8105,03,000000,2e,00,97ad2e000000100a0000,2880ab370735a764355ca05e4b1ff14be7ef58d1938967d3eb07075199a90f67ecbd0e2246ce16ed505f7108e516
8105,03,000000,2e,00,60462e0000003e0a0000,ba7037c2a9c0cfeed38ab96af39dad67a047d9d39b1a7b4c084b2fc96d714be4d9e70f24c2f00fdbddfa615f839b
8105,03,000000,2e,00,89c12e0000006c0a0000,cd4fd6d9044f44273cb938c8849ee68fa91f076a38b1cab924a651f8aa0081d27f497e85f13601a62ed5035f96bd
8105,03,000000,2e,00,227c2e0000009a0a0000,5c8cd24296106a4625c2066042eb630dbe89cbe17a1b405d008e0b4b2b60e04d1c067a5ff64015ab070f2d0577db
8105,03,000000,2e,00,34652e000000c80a0000,2fcfdd6ff9dc34dfd0f37170d02dc297f4fc1c88c78657f643baaae6b652eeaa63cd93bbc03e5570b140be854387
8105,03,000000,2e,00,f54a2e000000f60a0000,e7cecca18e14c7f85794139bba651412daf13aa0bc03879648888a899b4ca4072d0bc2290a0f541d730615203bdc
8105,03,000000,2e,00,87972e000000240b0000,92dcfb0b42356506272bbb1c8dca1c1df5fb3c46db52918462a7c54fa9699155c14b847866b148207cda42f161d6
8105,03,000000,2e,00,f8702e000000520b0000,2d95da3603cb5a5e19d1e8edf9cca8d5a1427557350dafb3da827ead64f9a7346cdf1cccd63f3f8b18226a42d699
8105,03,000000,2e,00,0e6f2e000000800b0000,5fffcff0e523cc116a70e2bfc9b861fd9a0d02482e70ea8e66c3e6841a0a246312b80e1dde7127f933f63656764c
8105,03,000000,2e,00,b7d82e000000ae0b0000,7fb41bfa107276017a1f4ae47ca44318946ddf6d86623b31937009708885cc92ba921565192ad3f05fa90de5ae31
8105,03,000000,2e,00,22e52e000000dc0b0000,015f342e24559eff70320d2f943c47123aaaa3453bdd6e2f6cb1ad1847fefd162ce6afcb24039e1abd31578267fe
8105,03,000000,2e,00,e6f32e0000000a0c0000,cc7fda3648b71b65f49be201ade50ba561747896e954449055d89c32515c057c99cf915aef7eb6e27f1c48fc952e
8105,03,000000,2e,00,166e2e000000380c0000,f6ca50cefb8eb355610444c8cf98192e468b98f72f4d006f1b8d10e5e603234f02f3f21b264e713b7ae0b26bd74d
8105,03,000000,2e,00,9a422e000000660c0000,5f1a61d49acdf4c10d74ad94e633476d0a59f2551a3b3ca5cdc975cdebea324611cc8225d7dfb7d7239b16b6b6c3
8105,03,000000,2e,00,92612e000000940c0000,aab86b2a8fca0160f8c60084b5954f2fdf79e6242559840543295acd4aed9ad8be2b931ea5a53a728ce99b0db4e2
8105,03,000000,2e,00,cadc2e000000c20c0000,86679f9b0279dd9dd7af01392651c1229a0dc016cb55f814118b97b50e5eee9560cd0d59bb59338e290f9fe51c39
8105,03,000000,2e,00,70432e000000f00c0000,e2201791e0cc8291f041fa8094d330b3ea1186c29d2fd1e84626fc95ee1af48ed357d26d0da14eaf8a3dd1b65e06
8105,03,000000,2e,00,f7752e0000001e0d0000,6181be50066c96ae6fb02f4575bd83125be7184c01c26646bf6db52fdab5fc481aed9f135d582acf67f0babc49d5
8105,03,000000,2e,00,0ce42e0000004c0d0000,726e2cf8301b7fe170fb8aa8d7109854707e1a48ff26ec5216ce65494d19ef651b068342ce2ce2f849e26c5e5e09
8105,03,000000,2e,00,bb082e0000007a0d0000,9667ac4ad875bb5df192d99f6e09ab1370078827c5299c76be8f56f9d7df60ec5eb5e54fa94c8a033c6c08a0a22b
8105,03,000000,2e,00,92e32e000000a80d0000,5aa5ebe405973a7880e3a7c01e1ff336b79a8ed6c5f7418d3bea77dfbae4565a2c50049069bd6098e66283f8b8e2
8105,03,000000,2e,00,4bf12e000000d60d0000,ea63356b2f0e78f10153bbcde70cb535be96bddb876c1f9e7c0571679562cb9a80b957123faf12aebaca22035b25
8105,03,000000,2e,00,33572e000000040e0000,26e3116d306162bf85b38527f5d5ce1599f83b3fa8c4c9ca4f91c4c4a1ea7ce39e900e5345eb101de32bbc61e5a1
8105,03,000000,2e,00,a66f2e000000320e0000,fd6c59c67d8e12f80e467e130045d0386a12e2b4d20873389d82e1640aa82b3a3f3d558c12a39a5c26c38d813ab9
8105,03,000000,2e,00,6f5f2e000000600e0000,3503d5d386f9f1afbb608c96d22252d11f3862b53b32de71335682307c4143c2f506c47eb94f5adf6118530d73c5
8105,03,000000,2e,00,3b342e0000008e0e0000,2e3004ae5865ad5b97555bb924ade7403b7c516a757a5e1022d73535e3eb2d06bbecf3360fde523b9b4998166b9a
8105,03,000000,2e,00,61552e000000bc0e0000,1fb7c46cf09f6601b2bb9d69f6d227bbb9d9143cb4bd792ca7b4aec20e1e7ce48199d45e25013a6b54d02c5a1d5e
8105,03,000000,2e,00,d3252e000000ea0e0000,20297e498d6f562185e3a710d2ca92587cbc4bd5fbf055c8254d0a89e855700cf6eb67f3df9bef221e713dd43ccf
8105,03,000000,2e,00,b6312e000000180f0000,b17e999040d709c8c885c6e4b5c2f9139f85c5cd9b1274eeb937a79b0f992967ffa4fd67c950f6383c010c66b225
8105,03,000000,2e,00,c4362e000000460f0000,dcbe7aa0a609c190f3b73ef634ba152a4db7173ed9798dc46d3ea17ac23e4e4270081ea94411be6a3634d49470ff
8105,03,000000,2e,00,84922e000000740f0000,26d582c9ca4d9c562a745dfc96ca4f35d80900e1ea41361ed7eef9bdee8b0beb6be1bcf18e89e49b84a6f4274fae
8105,03,000000,2e,00,5d7e2e000000a20f0000,c73c5a8aac1c7dd5a294562aab24535c6c0044c3022a1efe54d4ebb4d3764d7bddc72d14027bc173bd211652c091
8105,03,000000,2e,00,1daf2e000000d00f0000,199f03d3e664020f75f0eb7ba40389f7b340cb7c93a78ce6229e9676e0ef78f6d7a9c1beef967119fbaf2df0c489
8105,03,000000,02,00,bf5702000000fe0f0000,aaf50000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8105,c3,000000,0c,00,8b390000000000000000,0010000000100000cccccccc00000000000000000000000000000000000000000000000000000000000000000000
8105,04,000000,00,00,00000000000000100000,00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
8105,03,000000,2e,00,09c02e00000000100000,4a982ccccd82908ab5c0affffd1c7fd4ed135cb8a69b964626f89d64a777bc40c43b7acd5c723c48bacf6b94b640
8105,03,000000,2e,00,69692e0000002e100000,f8b91fcbe7b998d737097b316936343638fecb0f210c17c47c5aba6bfac2b1bd2e761346323d986050a7bb2ddc08
8105,03,000000,2e,00,a1e22e0000005c100000,edf31fb2a9000800c47f2f9462f857e95e3aed9075ddd3496d56f01da360a710382a9dcf42909831717c1d14d6ec
8105,03,000000,2e,00,37432e0000008a100000,d6464869687526bcad3031b8a45a8c0413645a96b4a0bc5cc91f6ef9c96be9c6b7834093a48d4ba33d4d1150ad52
8105,03,000000,2e,00,9ce82e000000b8100000,367e586e95023031b63b5f798e659fde0ff99f41e2fd5e724ec7eea2293e3444a1004d3036601e5b7662b89b1797
8105,03,000000,2e,00,dc612e000000e6100000,d8609336b8e0932d62081a902c4f182ffa9f685cc0382508130b2ee3a056055343fe82d5b8621328b814442e9052
8105,03,000000,2e,00,e9982e00000014110000,8fbbf3a56db9a4d29447e5fba9839e4291703cc904bf139533d88df96384dbd292e2ecc554223b187904f07a8eda
8105,03,000000,2e,00,1d942e00000042110000,a3a878a9698bd5be3a6525ad4723da39498af34e8304caf3656a25dbce9a52622fc1f46ad238c013130a0bcd7f06
8105,03,000000,2e,00,7ab12e00000070110000,2ddfcf48294c671a9d37974dfe531b0592fdde671f8ee894a0de3519db55f461c9967b1321645e94814b554e549e
8105,03,000000,2e,00,b64e2e0000009e110000,600ad2b7f8172616085a189d992c32cf4b5fa5ad76e7ec0378af883b57742869a2295220a60b60ccde49b9393d31
8105,03,000000,2e,00,b1892e000000cc110000,cebaf7e26f892601c43cf32dda4c340674034179fa53286b2f129041da836e724a022c9749fc47518cf0fbede854
8105,03,000000,2e,00,27252e000000fa110000,e640f0bac3694946b5ed41a09c6ade8e0c1ecf5d80a1fd02b33727f146d9d3a04f1b26649304a85a45e9a33834f7
8105,03,000000,2e,00,95482e00000028120000,5cde64933ab1db8097baf60c27d393ddbfc60034aad3b2ef3b2de6a0b583afaa92098b7e18cbeab1bb4156de2c10
8105,03,000000,2e,00,44382e00000056120000,12f1a154b7d6cf2b04f8ee990ab450e0a22bf5d1091aca1ab08335feaa6aef3d3362bd60eff10c4470cbe58fa315
8105,03,000000,2e,00,17362e00000084120000,d2e8a37c3605dd96bd1ee832fe4d9c29ce9396c9b9bbed968e61d551a5b48b4f8759a0f1149adf7f7e60dca743c5
8105,03,000000,2e,00,630f2e000000b2120000,915265a579d7e60687c624d74045f86be7b5d0723733ed4fca39bf1e625dcce3e3b71a9d98634d0cc83596bd69b3
8105,03,000000,2e,00,cecd2e000000e0120000,e70a995210c7aa372b48f6e5f01d9c35cc1159b4a788d90a56bb64b63d8fbbfb4a0d7db42a24396db703e6c2f37d
8105,03,000000,2e,00,43f32e0000000e130000,e4e7cd74b5393cf799f977d3db8aeaf776de61c45799199112be8abf7be0fb283c43f313aac39982cf5d37237119
8105,03,000000,2e,00,435f2e0000003c130000,4bf325411f4c7a015146d707ad9fe91d557b697e8e68580d6fad49052ef3c61d54f9f8f4c29ba2366992eb5630fd
8105,03,000000,2e,00,c3e42e0000006a130000,b301b5aeb77a30b0a99b2a1f2125f2af9750c01b852895464dee6a19ef7ddbeaa7e1e893ace986d8335497844b24
8105,03,000000,2e,00,569f2e00000098130000,c18c22fd989689fda42bbbd3517e637198fa2a4df5a3ff20db8573ea2eb55fe3fb0785646ed01cafc99835e85400
8105,03,000000,2e,00,46b22e000000c6130000,bb97f64afd6d00fca7defa12dd9d0bea53e300903846ff491d816343ae54aa22f1006c319503e1a6be1dbabbbc77
8105,03,000000,2e,00,bad72e000000f4130000,e4055795114b0333e62ebd1f21eb7c59b91b077806bc61621d8b1ba32ebd9f6d7d31d9bcc322fa437f8788cc49a7
8105,03,000000,2e,00,24642e00000022140000,550bcfa34f1c2ff0b0b3dc9cc66c3d16009bf0a872368016d3bbd7fa8dd82fe66e8c967f78e8a1d950c10da1494b
8105,03,000000,2e,00,98ba2e00000050140000,e0583b924a8a07a350b52ac885fa8c49f273a4f8830a66f9d97eaae7655570b2cde07a92ae4bc5b31ec198f71e68
8105,03,000000,2e,00,78be2e0000007e140000,61c683d24420a767fdeaf3d2f0b21cd0308fc766edf4d7eb1d97a2f1475f129f898d32f2476d8e91c3f410ee2b28
8105,03,000000,2e,00,80172e000000ac140000,e0664214512b8b5d1cf426285478f4f36e20b3deed8a58abc0b56d7b2ee0e86634730d1e6ed1afd9f618719f097a
8105,03,000000,2e,00,9fcc2e000000da140000,1ed0a920ff23f5f028fb05ecaa9e661725818b4b45a0b0155a9047f96bfeaf0ea78eeb984c5ec2783f35a9830155
8105,03,000000,2e,00,c5082e00000008150000,7ccc5762e6c7b2cf69f9277ea3428eb63aa81bcdc54ee03a60bc3c924e26f0cae3ffd35248e0a537b1206e376f58
8105,03,000000,2e,00,81482e00000036150000,055457187149e65211b3d939c821b23a885eb4ae5c94c840395690a250039acbcb7d54abd5d7248fe558330dcb63
8105,03,000000,2e,00,6ef52e00000064150000,05e9dbb48abc9310b66ee3ec6aad0e0de6278ffe5c66c0c17083d3dc36f4458bc5625abcc19e91148d2a6cd66133
8105,03,000000,2e,00,4cb72e00000092150000,4033cdb16b54375e313e8e6f310cbe3b4ec7aab3bf7ada9bb836e912f4f0bedb9aa853b7010c92f6e5a800e380f3
8105,03,000000,2e,00,09572e000000c0150000,7d47e2192576d12392426bf88c6396303f9318e34054c520778a215f7f0dd9645e951c037100b9752b1dcda531e1
8105,03,000000,2e,00,a9b32e000000ee150000,bcffc643eda3adaa35cdce76eebca199967c7b1e09e0538a6ba9793ec4cbaede42e7242e8a15383059ef30d72926
8105,03,000000,2e,00,05d52e0000001c160000,5497997b6ae4b1c498984f45602da5789c6a639f5f3610211fb6c6ff5e16081f93a0029a3feb339d2d8d6c61aa71
8105,03,000000,2e,00,72fc2e0000004a160000,8c0b52c639ed1a9c7aa57ae83ea004c8b9f7e735c3d72451380d88fe2297c16be579801b6bff8f0e5f8b18c7c1e2
8105,03,000000,2e,00,41212e00000078160000,c996f14042e08005b537a7604a45ee03c2e015b0135f634674a4826ff22386fb5178375720eba76e01f79bc58862
8105,03,000000,2e,00,4dd12e000000a6160000,072c49d7a582ef3a41f94c538c2b1160b47af1d5e798fb684bbcb66ead7931e3aa7fb1db8b7594a3bff143f19600
8105,03,000000,2e,00,41cf2e000000d4160000,dfec725e7c2914b0b3426c908feff04db40b2725f86be17265d2646b65e0afc5e7f560d1901365432731dc8c0422
8105,03,000000,2e,00,dbf22e00000002170000,de759407992bb1cb5122dad0ba9f1ac3c4b3337ca4bea1ae7d3b5f919fc6b3abdda4a66dae47ab61b4ffd621908e
8105,03,000000,2e,00,7f252e00000030170000,fd6cc12171b2c5d84e61e999334ffa3e9a73dda357f762efe8d39f2f335eacaae7c8f2aa94e140390850c0a0fc6b
8105,03,000000,2e,00,fddc2e0000005e170000,f00fa80cd4e1444fe0c41830999efd039dc3d2a1dac19fd31029cca68477fc0485876547dd2f1d05cae962605a7b
8105,03,000000,2e,00,84a12e0000008c170000,59d2d89b1cdef938e27436929598d7003b998c8bce7f9b7e37b8bf05b65293931e5e2c844ecc90cebe46e153ef7e
8105,03,000000,2e,00,05242e000000ba170000,583420c8f59b86cf2b7cd3736096db6c937014c965b2373bb49a3a86ed2aa34c5d9490c9c96d9c95c70a2336a734
8105,03,000000,2e,00,ca6d2e000000e8170000,427552e16374dbe94b75366315fb3c211d4696eef5817d22b22e53f07b5487fc48397dca4fa63717580a0ab3bdd6
8105,03,000000,2e,00,20932e00000016180000,f6fbec45f34b91b4cd8d40fdc8126ab4200621e73e2d7f37e216646895009a8abb54b188fca5fa15aee72e4c52d2
8105,03,000000,2e,00,4c102e00000044180000,7b2c099f3223f934b897650275cfb27673a918e72f9b005141edcd15e6bc0ed5c4f4c99cb3e823f0b7b70ea75def
8105,03,000000,2e,00,32c12e00000072180000,2274da8cdf4613d1b2e5717a1d7d22063173182a47c0499fe2724dd931523667283623bb9b593f4994cbbccec9bd
8105,03,000000,2e,00,6f362e000000a0180000,1f9fc77b9ccdb56d44915b1c3f1d730c413683952a0282fa81731231990fa68e80814a178775d2d15d275d21fa68
8105,03,000000,2e,00,ee7b2e000000ce180000,e2139b58f745cce6f2639684ef2e1e137af84f8120e13b17a06e692727c3c6d11b4398fb2652226f749d35805d32
8105,03,000000,2e,00,179b2e000000fc180000,92cbcf66cf81449cb16ecb1363ebd3d649f025d526361efe64aa48e6c908e7752fb624f27e9c5c182c38ccd093e0
8105,03,000000,2e,00,d3a12e0000002a190000,a656a74fdf86c25a272428eac60e0b0697f336eb4014473cf205975c8184c25631b1a3debdff984625bd2d9fa7db
8105,03,000000,2e,00,49b92e00000058190000,a39c9e250236dccd5179edeac3bea70719c4dc5a311b258eb52001476ad15b30245dc7aba58c0a198221e7734ba8
8105,03,000000,2e,00,67482e00000086190000,d3df24d26f4479f30b64d4ead34a06920616ea1c5c4d981d6bc4fcbb8bca28a7ddc89db476476833dca8b341e6b9
8105,03,000000,2e,00,aa6b2e000000b4190000,11aca6f7f14656ace17e2ddf451d96cdb0a3f1169416b07e81f890fc923caee29de82454c21379ca58ed217d5720
8105,03,000000,2e,00,86102e000000e2190000,3163e43f3b929e58cd1ffededdee3883711f0a3f922e5c955c071107f7cf6fcae5b9b18faf5e71743d7d7beb7a46
8105,03,000000,2e,00,f5512e000000101a0000,7f4712c6ea1508b9fa8798bc292d752a706ad0d65cac34f89617d55d6d32d790b07351c39bcc2f717b971711fe15
8105,03,000000,2e,00,979b2e0000003e1a0000,f5b5d679b598b74a8e27cadb2759da588c2bbd35248d52e07d6d7efb63d24c3d2b9ee0175a4e61903387ca6acb43
8105,03,000000,2e,00,62482e0000006c1a0000,23bc192361dd6639422a91977f79326b708814f2d8944fdd99374daadac8eced50a44fa5e7d3358379b270f77727
8105,03,000000,2e,00,2c142e0000009a1a0000,ee67c5338e71b91345645ce807330b12093c253320b6c73fb66d415da2c1cb7bf8cc5f488ddcde0f9cda23e27e28
8105,03,000000,2e,00,be512e000000c81a0000,be140a352eba080dd8042036d60a35ef4dddc56920c90a1f5c3e43a83efc2dffa141fc4fcb9310c46ab3856bd6f2
8105,03,000000,2e,00,bb842e000000f61a0000,961dbbcf92dea3ac72ec71bdfbaa9144f0d5e62227b51eeb45d1dfd170a137d27bf044ebea0dd1078919dc5950e4
8105,03,000000,2e,00,d9bd2e000000241b0000,17181b98d4e0c275f30c8dd4ca0ea0eadba17e4861efd1dd7b78c44dd7fb493569f4dd6b218a1db3cca7b0d4dabd
8105,03,000000,2e,00,205b2e000000521b0000,4167e9496df0ef86539a9f9cc29d2456a5f78b17c5c1ff3221a2094b25a85dab536afa0b44ca70483456d73406d2
8105,03,000000,2e,00,7ec32e000000801b0000,661e6e16c1c3b1cb5d80a90345d5e4beefbf7bcd031673ec60b843cd5887233ae08aa72f6ab9b0b9248000d2aa1e
8105,03,000000,2e,00,69432e000000ae1b0000,31d3ba72385090db3da7cde3a644dd0443e72d8fe6a5913668257bbf2ed65693362a85cc6e1ac49f71c3c369828a
8105,03,000000,2e,00,28272e000000dc1b0000,63283aac1bb11b8abae635f9a60224972127d26e3650bc9c64de4203ca00bd7f6c83adb5466667dda17df76bb70b
8105,03,000000,2e,00,fcae2e0000000a1c0000,3be1d423db55485776d0f4dc506126cf5b49daf19088305a2360976d2453c63ae1a291d69a1b640047f9e437a24a
8105,03,000000,2e,00,d1832e000000381c0000,9528d743f0bb25cc47de2003d2d3789cff2538306b964280c67132cf978a615a7b8dd26918a1d6930ac753ffb406
